clickability_test_id,headline,clicks
51d67e2151ea66e636003276,This Is What Happens When Old Sexist Men Try To Take Away Women's Rights In The Dark Of Night,106
51d67e2151ea66e636003276,She Is What Happens When A Bunch Of Old Dudes Try To Take Away Women's Rights In The Dark Of Night,84
51d714de97c77c10a500563b,If You Ever Hear Anyone Doing This In Public Please Do More Than Ask Them To Quiet Down.,135
51d714de97c77c10a500563b,"If Regina George Were Sitting Next To You In A Coffee Shop On Facebook, Would You Speak Up?",68
51d71de097c77c45a6005be4,Can I Nominate A Musician For The Nobel Peace Prize Because Of These Extremely Poignant Lyrics?,65
51d71de097c77c45a6005be4,"We've Heard These Lyrics Before, And Know They're Right, So Let's Stop This Cycle Of Sameness.",46
51d802f97aabbac99b0032d1,Hell Can Be Found In A Quick Trip To The Grocery Store,71
51d802f97aabbac99b0032d1,"BOOM, ROASTED: This Is Why You Don’t Lock A Veterinarian In A Hot Car",51
51da0fff547e18434c000fdc,"Why You Should Totally Eat That Leftover Pasta. Yes, You. I'm Talking To You!",32
51da0fff547e18434c000fdc,How Can We Save 2% Of Energy Consumption? It's Easier Than You Think.,11
51daf9815c02440f7a0062e0,Dustin Hoffman Breaks Down Crying Trying To Explain Something That Every Woman Already Knows,266
51daf9815c02440f7a0062e0,Watch A Famous Grown Man Explain What It's Like To Be Born A Woman And Break Down Crying,136
51dafcef7fef6d571e00659c,This Is Hands Down The Grossest National Park I've Ever Seen,61
51dafcef7fef6d571e00659c,"Wow, I Totally Don't Think That Nasty Stuff Is Supposed To Come Out Of Old Faithful",36
51db2af3b96d816dea00825f,Dustin Hoffman Breaks Down Trying To Explain Something That Every Woman Sadly Already Realizes,226
51db2af3b96d816dea00825f,Dustin Hoffman Breaks Down Crying Trying To Explain Something That Every Woman Sadly Already Knows,196
51dc5ce5360e653abb005628,"If These Monkeys Can Figure Out What 'Fair' Means, Why Can't We?",34
51dc5ce5360e653abb005628,"If We Can Work Together To Solve Problems, Why Can't We All Share In The Rewards?",17
51dc6f3090eda9ccbf0073b9,Profiles In Courage: Floor Speeches Against DOMA Way Back In ‘96,26
51dc6f3090eda9ccbf0073b9,FLASHBACK: Some Of The Folks Who Got DOMA Right Way Back in ‘96,11
51dcb3b463798282e5002750,A Room Full Of Bigots Had No Idea He Was Making Fun Of Them. So They Sang Along.,116
51dcb3b463798282e5002750,Exposing A Room Full Of Bigots Has Never Sounded So Good (Or More Hilarious),74
51ddbd415d8e6fa6d2006471,"In Japan, They Have A Word For Working Yourself To Death",36
51ddbd415d8e6fa6d2006471,The Top Reason We're All Stressed To The Max Is Right Here,15
51ddbee65baa0c5e7b0068d3,Oliver Stone Has Some Disturbing Questions He’d Like To Ask You,49
51ddbee65baa0c5e7b0068d3,"Oliver Stone Isn’t About To Let Government Trample His Civil Liberties, And He Wants You To Join Him",30
51ddecbafd95443c4e0026f6,"Calling Them ""Girls"" Was Their First Mistake. What Happens Next Is A Great Moment In Fierceness.",89
51ddecbafd95443c4e0026f6,"Poor Men, They Just Didn't See It Coming. How Her Words Would Place Them In 'Buffoon Boss' History.",56
51ddf610512035770900039c,A 12-Year-Old Egyptian Boy Baffles An Interviewer By Eloquently Tearing Apart A Political Group,69
51ddf610512035770900039c,Watch An Egyptian Boy Verbally Eviscerate An Entire Political Party,41
51ddfbdad62ba9059400085c,Congratulations To Everyone Who Already Understands Egypt. This Is For Everyone Else.,70
51ddfbdad62ba9059400085c,A Brief Explanation Of The Most Tumultuous Country On The Planet,27
51de1972bd1c486771001ed8,"The Country She Lives In Send Her Death Threats For Doing Something Nicki Minaj Does Daily
",99
51de1972bd1c486771001ed8,"A Lot Of Rappers Rap About Violence And Death, But This Girl Has Actually Lived Through It
",61
51dee15dc9f2d5d0b70000a2,"Sexists Think Women Are Bad At Math, But Do They Really Think We Don't Know 77 Is Less Than 100?",34
51dee15dc9f2d5d0b70000a2,"Sexists May Think Women Are Bad At Math, But Do They Really Think We Don't Know 77 Is Less Than 100?",23
51dee46444b028c8650003c4,"Awww, SNAP! — One Congressman Tries Living On Food Stamps",100
51dee46444b028c8650003c4,Something Tells Me 99% Of Congresscritters Have Never Had To Do This,50
51defb54481e32f7640014a5,"Ladies And Gentleman, Say Hello To The Hilarious Reason Why Nothing Good Ever Happens In Congress",104
51defb54481e32f7640014a5,"Congressmen Send Error-Filled, Rhetoric-Laced Letter To Coworkers. Appropriate Response Ensues.",76
51df137041a9d49920000ff8,A 12-Year-Old Egyptian Boy Flabbergasts An Interviewer. They Weren't Expecting A Political Genius.,161
51df137041a9d49920000ff8,A 12-Year-Old Political Genius Is In The Right Place At The Right Time,55
51df682834b846f972001c28,I Don’t Remember Having Any Assemblies Like This When I Was In Middle School. Wish We Had.,135
51df682834b846f972001c28,"Wish We Could Put This Guy Out Of A Job, But It Seems Like We Need Him More Than Ever",59
51df7a7e76b2975f83002924,"A Little Kid Talks To Paris Hilton... Wait, Where Are You Going? I Promise Its A Good Thing.",69
51df7a7e76b2975f83002924,"Kids Are Using @justinbeiber To Learn English. Don't Worry, It's A Good Thing!",14
51e0586986447ca38b00a5c4,How 'The New Deal' And 'The Great Society' Became 'The New Poor' And 'The Great Scam,42
51e0586986447ca38b00a5c4,"I Looked At My Bank Account The Other Day. Funny, Corporate Profits Haven't Helped It At All.",22
51e05c91f288c68c4400a775,I Have Never Laughed So Hard At A Really Scary Reality For Most Women,239
51e05c91f288c68c4400a775,"This Comedian Says If Hetero Men Want To Step Into Women's Shoes, They Have To Date A Frickin' Bear",112
51e08a24dcdc05bbc900cfb5,"Customers Aren't Always Right, Especially When They're Trying To Buy Something They've Had All Along",39
51e08a24dcdc05bbc900cfb5,SELF HELP: Help Your Self To Living Life And Learning From Your Experiences Instead. ,20
51e08c30fbe55211e200cca5,FUN APOCALYPSE: Why Would You Take This OUT Of The Classroom?,51
51e08c30fbe55211e200cca5,"FROM THE MOUTHS OF BABES: 'Creativity Is Using The Things You Have, To Make Something Else.",24
51e107be6a5a7386b90037dc,Bette Midler Didn’t Know This Was Going To Be Caught On Tape. That Makes This Even More Amazing.,187
51e107be6a5a7386b90037dc,"If You Can Make It To The 5-Minute Mark Without Crying, Something Might Be Wrong With You
",90
51e431b049d910752f005cc9,"If Your Heart Is Broken For Trayvon Martin, Here Is A Small Bit Of Solace
",99
51e431b049d910752f005cc9,We Who Believe In Freedom Cannot Rest Until It Comes,27
51e4f2e16396ed6b4100232f,I Can't Believe I Live In A Country Where Kids Are Saying What I Just Heard This Pundit Say,114
51e4f2e16396ed6b4100232f,I Can't Believe I Live In A Country Where Children Are Saying What I Just Heard This Pundit Say,76
51e55bcae8433e8be700681c,When His Sister Died He Received Some Money. Watch What He Used It For.,74
51e55bcae8433e8be700681c,I Hope In My Darkest Days I Can Forge My Pain Into Something Useful Like This Guy,43
51e5d954b280fcd071002cd3,This Is What The White House Has to Say About One Of The Most Debated Issues In America,48
51e5d954b280fcd071002cd3,"Hey Boss, You Seen These Numbers? But I Thought They Were Meant To Make Our Economy WORSE?
",35
51e5dd6fb280fc61610032bd,"I Don’t Think Eminem Realizes He’s Become A Science Teacher?
",63
51e5dd6fb280fc61610032bd,"When We Talk About Innovation In Education, This Is What I Think Of
",41
51e5fbad8c97ddacd80051a7,"It Was Only Over A Dime, But The Lesson He Taught His Son Stayed With Him For Over 50 Years
",106
51e5fbad8c97ddacd80051a7,"This Is The Story Of A Kid Who Only Wanted A Dime, But Got A Life Lesson He Won’t Forget Instead",73
51e60b5cae833ec76400619a,"A FREE MAN? If You Had To Make His Heart-Breaking Choices, You Tell Me.",31
51e60b5cae833ec76400619a,"A FREE MAN? If You Had To Make His Heart-Breaking Choices, You Tell Me",31
51e6c3750daa74b6ed00d903,This Guy Sees How Dirty Our Cleaning Habits Are. Do you?,52
51e6c3750daa74b6ed00d903,Let’s Stop This Trashy Way To Run A Business,22
51e6eab63ed79d2eee00fa44,Wow: Watch The Words Scroll Down And (Kinda) Transform Before Your Eyes,91
51e6eab63ed79d2eee00fa44,You'll Watch The Words Scroll Down And Then (Kinda) Transform Before Your Eyes,59
51e6ec82ccef03425e010348,The Eisenhower Quote That All Political Parties Really Oughta Pay Attention To,100
51e6ec82ccef03425e010348,When Ike Was A Lot More Than Just The Baby On South Park,49
51e73f25af0005b03d000752,6 Posters Give A Witty (And Sinister) Look At The Not-Too-Distant Future Of Our Vacations,45
51e73f25af0005b03d000752,6 Posters Give A Witty (And Sinister) Look At The Not-Too-Distant Future Of Tourism,29
51e761697a2701cda900201d,This Liberal-Hating Reporter Thought She Had Found The Jackpot. Then She Started Talking To People.,196
51e761697a2701cda900201d,A Liberal-Hating 'Reporter' Gets Royally Confused At A Political Convention,130
51e86eeb33ca1ad2ba0023e5," After Being Confronted With Racism, This Group Of Kids Say What I Wish Everyone Thought ",72
51e86eeb33ca1ad2ba0023e5,These 8 Year Olds Agree On Something We Still Can't Agree On As Adults,50
51e99bc229e348ab1a002248,"We Might Not All Be Trayvon Martin, But President Barack Obama Actually Is",98
51e99bc229e348ab1a002248,President Obama Doesn't Want To Just Talk About Race. He Wants To Do Something About It.,44
51e99ffc013b8cc9f8002695,"Why One Man Walked Out His House, Got In His Car, And Drove Off. With A Loaded Rifle In The Trunk. 
",73
51e99ffc013b8cc9f8002695,He Realized He Needed Help When He’d Become The Opposite Of Everything He Stood For,55
51e9a48589b4a77051002911,"The Hardest Decision For This Soldier Was Not On The Battlefield, But On His Own Driveway",84
51e9a48589b4a77051002911,"The Hardest Decision For This Soldier Was Not On The Battlefield, But In His Own Neighborhood",41
51e9f124ba12d53599001398,"If I Have A Daughter And She Wants To Play With Dolls, Here’s The One I Hope She Gets To Play With",73
51e9f124ba12d53599001398,"If Barbie’s Next Makeover Doesn’t Look Like This, I’m Going To Be So Heartbroken",48
51ec54366bf62a8416008865,"Can You Imagine Getting Up In Front Of The Entire World And Giving This Speech?
",56
51ec54366bf62a8416008865,"While You Were Looking Up Cat Videos, This 16 Year Old Girl Was Changing The World",22
51ec6076f63e80c81c0090c3,"By The Time He’s Done Brushing His Teeth, This Kid Will Be Dead. It's Lovely. 
",106
51ec6076f63e80c81c0090c3,"You Know How This Will End, But It's Still Mesmorizing Watching It Happen",46
51ed874fcb2e5420f3008964,"At A Time When Unemployment Is Still Insanely High, Why Are We Allowing This To Happen?",61
51ed874fcb2e5420f3008964,"When Even Our Bridges Are Being Outsourced, You Know Things Are Bad",27
51ed91c3c6c1421ea0008fa7,"This Girl Is The World's Conscious. The World Wasn't Ready To Hear To Her, So We've Sped Things Up.",191
51ed91c3c6c1421ea0008fa7,"This Little Girl Is The Conscious Of the World. Sometimes You Need To Listen To Your Conscious. 
",88
51ee20fef4786ea788002011,"One Dude Can't See. The Other Can't Walk. Together, They Are An Inspirational, Unstoppable Force.",86
51ee20fef4786ea788002011,"If You Have Legs Or Eyes, You Won't Be Taking Them For Granted After Watching This",59
51ee28099b1cb12beb00247e,"He Has No Legs. HIs Best Friend Is Blind. Between Them, They Win At Everything They Touch.",100
51ee28099b1cb12beb00247e,"Yea, This Is Basically A Ridiculously Heartwarming Story To Inspire The You-Know-What Out Of You",58
51eea7ba9149f0787f007d1c,"He Has No Legs. HIs Best Friend Is Blind. Between Them, They Win At Everything They Strive For.",143
51eea7ba9149f0787f007d1c,"He Has No Legs. HIs Best Friend Is Blind. Between Them, They Win At Everything They Touch.",111
51eeaeda145e767ed80034f8,"He Has No Legs. HIs Best Friend Is Blind. Together, They Win At Everything They Fight For.",124
51eeaeda145e767ed80034f8,"He Has No Legs. HIs Best Friend Is Blind. Together, They Win At Everything They Do.",96
51f02df82c37bc6447007d0d,A Journalist Went To Mount Rushmore To Take Some Photos. What He Found Changed His Life Forever.,207
51f02df82c37bc6447007d0d,How A 150 Year Old String Of Broken Promises Is Crippling This One Community,58
51f043c5fc6c601f0500926d,She Hits The Open Water Wearing This But The Waves She's Making In Government Are Even Bigger,75
51f043c5fc6c601f0500926d,"The Swimsuit Is Not Her Biggest Obstacle, It’s Her Government",44
51f0be6d36671cd6b70099f1,"What These Kids Did To Those Dogs ... Eh, Just Watch. You'll Love It.",186
51f0be6d36671cd6b70099f1,Magicians Have It Backwards. Making Something Appear Is Much More Beautiful. ,66
51f0c89d40278d7e520011a4,This Is By Far The Most Hilarious Anti-Gay Airline Safety Video I've Ever Seen,122
51f0c89d40278d7e520011a4,How To Know When Your Airline Is Over-Compensating For It's Latent Homosexual Tendencies,43
51f188445a46e136dc000c91,The Most Anti-Gay Airline In The Entire World Has A New Safety Video,249
51f188445a46e136dc000c91,The Most Anti-Gay Pretend Airline In The Entire World Has A New Safety Video,155
51f1963dde60e7d83a001522,How Do You Know Someone Is Doing Something Awful? If They Call You A Terrorist For Photographing It.,79
51f1963dde60e7d83a001522,"Wouldn’t It Be Absurd To Enact Laws To Protect Animal Abusers? Oh, Wait, 5 States Already Have.",41
51f2bb3ffc2f41984e000314,He’s Caught Lots Of Criminals In The Act; Now He Has To Hide His Face So They Won't Catch Him,83
51f2bb3ffc2f41984e000314,The Bravest Man You’ll Ever See Wearing A Mop On His Head,58
51f69dba600ada5b8e000531,"50 Years Ago, A Legendary Writer Asked A Very Simple Question About The World We Live In",68
51f69dba600ada5b8e000531,"In Just One Minute, This Writer Manages To Explain Why Racism Isn't Just About Calling People Names.",49
51f6e8e8b3e1a927b6000352,Any Notion That What This Guy Does Is Creepy Is Disproven The Second You Hit 'Play' ,112
51f6e8e8b3e1a927b6000352,Just Give Him A Few Hours And He'll Get You All Set For Eternity,60
51f6eaabf88628edc900006f,Watch A Retired Teacher Shatter What's Left Of A Politician's Mayoral Campaign In Under 2 Minutes,155
51f6eaabf88628edc900006f,Watch A Retired Teacher Eviscerate What's Left Of A Politician's Mayoral Campaign In Under 2 Minutes,106
51f6f09939e360124b00033d,What's A Locker Room Full Of Football Players Hearing That's Getting Them So Emotional?,128
51f6f09939e360124b00033d,Who's Words Could Make An Entire Room Full Of Football Players Feel So Emotional?,104
51f805a51633fa3737007467,"If This Unconventional Educator Had His Way, No Student Would Ever Be Uniform Again",104
51f805a51633fa3737007467,"If This Unconventional Educator Had His Way, Students Would Never Be Uniform ",53
51f8a4a140d1b4468e0017ac,Once Upon A Time A Government Bombed And Killed An American Teenager. Guess Which One.,53
51f8a4a140d1b4468e0017ac,This American Grandfather Lost HIs Grandson To American Drone Strikes And America Won't Tell Him Why,36
51f92e6364fe44834e005925,"Why On Earth Would Anyone Like These Photos? But We Do. Every Day.
",91
51f92e6364fe44834e005925,"Like This Photo If You Agree With It! No, Wait, Please Don't. ",33
51f99935fe97855df6000007,The Fact That You Thought These Were Real Should Scare Us All,84
51f99935fe97855df6000007,The Fact That I Thought These Reality TV Ads Were Real Should Scare Us All,63
51f9ae95be662ba80f00082e,OMG! Best Use Of A Billboard I Have Ever Seen.,182
51f9ae95be662ba80f00082e,WOW! Best Use Of Ad Space I Have Ever Seen.,90
51f9ccd8098b7d5ce2001dbb,I'm So Excited For This Superhero To Become Every Little Girl's Role Model,77
51f9ccd8098b7d5ce2001dbb,Imagine A Teacher Who Loves Her Students So Much She'll Fight Crime For Them ,60
51fa863ced22337b94000004,This Country Killed A 16-Year-Old American Boy And Wouldn't Explain Why,120
51fa863ced22337b94000004,This Country Killed A 16-Year-Old American Boy And Won't Even Explain If It Was An Accident Or Not,89
51fbfde41f0052791f000716,What Happens When A Parent Plans To Raise A Boy Into A Man And It Doesn’t Go As Planned?,153
51fbfde41f0052791f000716,"When A Parent Plans To Raise A Boy Into A Man And It Doesn’t Go As Planned, What Happens Next?",95
51fc383f813328b31e000aba,Usually Tampon Ads Give Me Cramps And A Headache. This One Makes Me Smile. ,162
51fc383f813328b31e000aba,WATCH: The Most Honest Lady-Business Advertisement I've Ever Seen. Period.,107
51fff59050bbd883c70066d6,"You Might Recall The Old Song, 'This Land Is Your Land' But Did You Know Why It's Kinda Subversive?",103
51fff59050bbd883c70066d6,Why 'This Land Is Your Land' Was A Pretty Provocative Song,77
51fffbb9ecbfed4770006e01,500 Young Folks Went To Turkey To Get Riled Up. Now It's Your Turn.,28
51fffbb9ecbfed4770006e01,500 Young Folks Met Together To Get Riled Up. Now It's Your Turn.,24
52000fab57b77cc5e50002d3,A Quick Remedy If You've Lost Hope In The Ones Fighting For Our Future,57
52000fab57b77cc5e50002d3,Hundreds Of People Went To Turkey To Get Riled Up. Now It's Your Turn.,28
52013dd7f0a4e45f0f0011bb,Want To See What A Deadbeat Father Leaves Behind?,117
52013dd7f0a4e45f0f0011bb,Hey Deadbeat Fathers! This Guy Has A Few Choice Words For You.,83
5201b5956e5652f19700142f,"At This Spelling Bee, They Could Not Have Asked Him To Spell A More Difficult Word",134
5201b5956e5652f19700142f,The Spell Master Could Not Have Asked Him A More Difficult Word,84
520289ad5f7c6a2f0000c09b,Loneliness Explained So Vibrantly You Will Need To Tell Someone,120
520289ad5f7c6a2f0000c09b,In A World Where We Collect Friends Like Stamps Here’s Some Sense For Our Social Networks,36
520299d95f7c6ab7ca00d6c3,Anything That Gets Marina Abramović Grinding With Jay Z Wins In My Book,51
520299d95f7c6ab7ca00d6c3,Hip-Hop And Gallery Art Don’t Often Intersect But This Collision Will Rock The Bells,42
5202f4504ed7d304a2002276,"If In The Next Ten Minutes You End Up Smiling Like This Lady, We'll Call This Experiment A Success",76
5202f4504ed7d304a2002276,"Here’s a Bet, If In The Next Ten Minutes You End Up Dancing, We'll Call This A Success",46
5203183efc791c985d0042e8,Why College Students Will Soon Be Screwed As Soon As They Graduate,91
5203183efc791c985d0042e8,"The Plan That Will Make College Students Love President Obama For … Oh, About Two Years
",73
5203b05ccb4b08661b0092ee,"If You Drink Coffee, Here's A Fact You Really Need To Wake-Up To",137
5203b05ccb4b08661b0092ee,How Your Morning Latte Is Making The Earth Thirsty,54
5203f007917f4fc7fc00cf3c,"She Silences The Room With A Tearful Plea, Because Truthfully, It's The Only Thing Left She Can Do",82
5203f007917f4fc7fc00cf3c,"She Stands Up And Gives A Tearful Plea, Because Truthfully, It's The Only Thing Left She Can Do",56
52047571ade3f27bbd0046f0,5 Embarrassing Things That I Would Hate To Have In My Obituary,93
52047571ade3f27bbd0046f0,"Why Surfers Are Actually Safer Than People Making Toast
",42
520564780cbe071bb10020ad,A Rihanna Song Just Got Remixed By Some 3rd Graders. They Have A Message Every Parent Should Hear,120
520564780cbe071bb10020ad,"Rihanna Just Got Remixed By Some 3rd Graders, Who Have A Message That Every Parent Should Hear",109
5205b10487ed07034b002a84,Some Facts About Porn That Will Make You Feel Better About Your Sexy Time,151
5205b10487ed07034b002a84,71% Of Women Are Not Finishing What They Start,71
5206bfd65e0d8f2d80007436,"Hey, Ad Agencies: This Is What Your Jerkmercials For Women Look Like",9
5206bfd65e0d8f2d80007436,Companies Deserve To Be Made Fun Of When Their Ads For Women Are This Condescenderiffic,2
5208fe44d328838e9f000d08,"Watch A Talk Show Host Get Amazingly Profound. Seriously, Just Watch HIm For 3 Minutes.",195
5208fe44d328838e9f000d08,"Watch A Comedian Get Ridiculously Profound. Seriously, Just Watch HIm For 3 Minutes.",171
52095a6f54be88e4a100003e,Tennessee Judge Just Took Pushing Religion On People To A Whole New Level,120
52095a6f54be88e4a100003e,You Know How Teams Retire Jersey Numbers? Well This Judge Is Doing That With Baby Names Now,61
52096dd4411a6f4fe6000c5f,7 Super Compelling Reasons To Choose Our Future Over So-Called Fortune,44
52096dd4411a6f4fe6000c5f,7 Reasons To Stop Keystone XL That Have Nothing To Do With Politics,35
520983930f8354bcec00058e,If You Don’t Say Holy Crap At Least Once I’ve Failed,82
520983930f8354bcec00058e,These Guys Don’t Take Crap From Nobody. They Take It From EVERYBODY!,26
52099bf0a8495f102f00151b,A Science Project Gives A Frightening Look At Our Future (And Barbie's),71
52099bf0a8495f102f00151b,A Silly Science Project Gives A Terrifying Look At Our Future (And Barbie's),43
520a60686652e92bb7007283,You Have To Promise Not To Freak Out If I Share These Crazy Immigration Facts With You,130
520a60686652e92bb7007283,Bet You Didn't Know These Facts About Immigration,73
520a74a355a83533520080bc,If You Love Oil Companies... Just Kidding. Here's The Latest Truly Awful Thing They've Done.,56
520a74a355a83533520080bc,A Bunch Of Oil Companies Just Took Something More Precious Than Oil From This Small Texas Town,50
520a7dd8a23f28bb9f000183,"If Immigrants Scare You, Then Here's 3 Simple Facts To Calm Your Panicked Brain",95
520a7dd8a23f28bb9f000183,Combatting Fear And Intolerance With Logic And Reason,62
520b0b7f59203f2611004cd5,They Thought $8 Would Shut Her Up. Because $8 Is SO Much Money? ,79
520b0b7f59203f2611004cd5,Why We’ll Never Get Rid Of Food Stamps If We Stick With This System,34
520bb08983e3c60b0c00b79b,If You Thought Your Commute Sucked? Try Living In What's Called 'The World’s Tallest Slum.,68
520bb08983e3c60b0c00b79b,Commute Got You Down? Meet The Residents Of What’s Called 'The World’s Tallest Slum.,49
520bc491170ec4dada00c7ed,The Daily Show Completely Nails Bloomberg's Hypocrisy In 2 Wonderful Minutes,74
520bc491170ec4dada00c7ed,"Stop Perpetuating The Negative Stereotype Of White Men In Suits! Erm. 
",42
520d24073a596521e60028e0,The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,103
520d24073a596521e60028e0,You Can Do A Lot To Make Sure The Cutest 4-Year-Old In The World Doesn't Die,37
520d25edf474803fa8002ad2,"Alright, You Got Me, Internet. I'm Inspired By This Dude.",45
520d25edf474803fa8002ad2,"Meet My New Best Friend. With A Truck Packed With Contraceptives, He's Saving Thousands Of Lives.",22
520db01179057e8d9e000ed0,"It’s Got A Cool Name, It’s Locally Made, And It Saves Lives. Heck Yeah!
",33
520db01179057e8d9e000ed0,"Really, Only Dirt Should Be Hauled In Wheelbarrows. People Don’t Belong In There.",19
520e817d4d90d679250001bb,Your Idea Of Small Towns In The Deep South Is About To Be Blown Out Of The Water,72
520e817d4d90d679250001bb,Look Somewhere Else For Intolerance 'Cause You're Not Going To Find It In This Small Town,37
520ec7079b70f4b70c000055,There Is Something So Satisfying About Watching The Daily Show Nail This Ridiculous Hypocrisy,101
520ec7079b70f4b70c000055,There Is Something So Satisfying About Watching The Daily Show Nail This Shocking Hypocrisy,82
520f2e8dc5ed037ad400208a,The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,98
520f2e8dc5ed037ad400208a,You'll Want To Know What You Can Do To Give This Kid A Happily Ever After,30
520ff13905b5c9b3d70057af,Next Time You’re Stuck In A Parking Lot You’ll Remember What A Brilliant Idea This Is,130
520ff13905b5c9b3d70057af,"This Is Where We All Say, 'Why Can't This Happen In My City?",59
52102f3a493efc7f92000409,"When Detroit Failed To Find A Connection, This 25-Year Old Took It To the Streets",48
52102f3a493efc7f92000409,Watch This 25-Year Old Take It To the Streets,38
5213be0c09f3968dd300b3de,"A Disney Princess​ Sings About Men - Not A Love Song, But One That I Want All Little Girls To Hear",169
5213be0c09f3968dd300b3de,"A Disney Princess​ Sings About Men, But Not In The ""Omg I'm In Love!"" Way",136
5213c5a1166ff90a1f00bdad,Why Can't Some People Simply See Them As The Human Beings They Are?,49
5213c5a1166ff90a1f00bdad,They Escaped Bullets And Warzones For Safety. So Why Do They Face So Much Discrimination?,29
5213d063de8aa8b2f80000ac,Just Because Our Kids Won't End Up Doing These Awful Things Doesn't Mean We Should Ignore Them,79
5213d063de8aa8b2f80000ac,"I'd Love To Live In A World Where The Words Dangerous, Dirty, And Degrading Don't Relate To Kids",31
5213d9fcd1ac629196000d17,Neil Gaiman Casually Sums Up A Piece Of Every Book Lover's Soul In One Epic Quote,136
5213d9fcd1ac629196000d17,Here's The Most Perfect Quote About How To Make A Bad Thing A Little Better,105
52141a0234d067802c0001f3,I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,115
52141a0234d067802c0001f3,A Show About Nothing Actually Meant Something To Soldiers In Iraq,47
5214b07abed6e10d0f005b07,A Religious Guy Berates This Lady For 2 Minutes So He Can Feel One With God. Make Sense?,131
5214b07abed6e10d0f005b07,"A Religious Advisor Berates This Girl For 2 Minutes So He Can Feel One With God. Makes Sense, Right?",109
5214b7591c2ee25a720061bc,They Are Human Beings- Why Do Some People Have Trouble Seeing That?,69
5214b7591c2ee25a720061bc,Why Do Some People Have Trouble Seeing These People As The Human Beings They Are?,46
5214b87ab0fa62e49a0062b4,I Want All Girls To Hear This Disney Princess Sing About Men,178
5214b87ab0fa62e49a0062b4,"A Disney Princess​ Sings About Men — Not A Love Song, But One That I Want All Little Girls To Hear",170
5214cff65dcf81f057007b24,Step Away Form Your Comfort And Hear Their Real Stories About Escaping Death,44
5214cff65dcf81f057007b24,They Escaped Bullets And Warzones. Where Do They Go From Here? ,20
5214ead1d20893ea2a009c1b,These 4 Demands From the 1963 March On Washington Still Haven’t Been Met,59
5214ead1d20893ea2a009c1b,"Fifty Years After “I Have A Dream,” Which Dreams Have Been Met, And Which Haven’t? 
",24
521543e0a9d52d192500ce18,Watch How One Company Went From Being The Worst Place To Work To The Best In Under 3 Minutes,98
521543e0a9d52d192500ce18,The Worst Place To Work I've Ever Seen. Or Possibly The Best. Can't Remember Which.,69
521599f126ec65d1ce001dfa,When I Think Of All The Men Who Profited From This Pioneer Being Forgotten I'm Not Surprised She Was,148
521599f126ec65d1ce001dfa,This Forgotten History Maker Made More Films Than Steven Spielberg X 25. Seriously. ,119
5215f66b95f047414300458b,You've Never Heard Of This Woman And She's Basically The Most Important Person In Movie History,207
5215f66b95f047414300458b,You've Never Heard Of This Woman But She's Basically The Most Important Person In Movie History,166
52169d92502ad8ddc9000a7e,"They Were Married For 19 Years Until Oregon Cancelled Their Vows. Yea, They're Fighting Back.",105
52169d92502ad8ddc9000a7e,You Can't Deny Their Love. But Apparently Oregon Ignored Their Totally Legitimate Marriage License.,57
5216bcaa2f61d46eb4002fa2,"When He Shows How Much Light He Can Produce From A Plastic Bottle – Yeah, I Didn't Believe It Either",110
5216bcaa2f61d46eb4002fa2,"How Much Light He Can Produce With No Electricity – Yeah, I Didn't Believe It Either",70
5216da01294c01b4d500507b,"They Were Married 19 Years Until Oregon Cancelled Their Vows. They're Fighting Back, The Right Way.",86
5216da01294c01b4d500507b,They Were Married For 19 Years Until Oregon Cancelled Their Vows. So They're Fighting Back.,84
5217a27b3b5d932562001ca9,"If You Think Race Isn’t An Issue Anymore, Boy Have I Got An Infographic For You",132
5217a27b3b5d932562001ca9,"Yeah, It’s Gonna Be Another 50 Years On Those Civil Rights You Ordered ",38
5217a5cc1e93475d96002161,"A Complex Lesson About Love That Comes From An Incredible Guy. Yes, A Teenage Guy.",128
5217a5cc1e93475d96002161,"An Incredible Role Model Who's Just A Teenager In Love. Yes, A Teenage Guy In Love.",90
521a6b2faa7753613600c950,"Before He Was Assassinated, MLK Jr. Had A Really Radical Idea
",60
521a6b2faa7753613600c950,Watch MLK Jr. Describe His Unfinished Business Just Months Before He Was Assassinated,37
521b59ca8ccc76855300820f,"When You See What This Guy Can Do, You'll Be Saying 'Looks Can Be Deceiving",85
521b59ca8ccc76855300820f,"Sweet Fiery Pantalones Of Rocker Sauce, Looks Can Be Deceiving",36
521b767fe11917b70400a0af,Hugh Jackman Gives Us A History Lesson And A Wake-Up Call,217
521b767fe11917b70400a0af,Hugh Jackman Debunks Assumptions With Real-Life Superhero-ness,115
521bed5cd75ba31861001a52,Sibling Rivalry Just Took A Back Seat To Something Incredible,47
521bed5cd75ba31861001a52,"Here's A Movement I Can Definitely Get Behind, Starting In My Own House",23
521c0e563a1bfe571d0032e9,They Thought It Couldn't Happen To Them,112
521c0e563a1bfe571d0032e9,Alicia Keys and a group of women get real to kick stigma in the shins.,92
521deda37a6170d2b000abb9,This Guy Gets An A+ For Illustrating A Really Big Idea In The Simplest Way Possible.,57
